App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPRV9lSDZmeXdFRWt6anFvOFJqSmwyUmFFTzlXelltZ21QaEZlajFzemNQaE96Nm1zeGV0X1hJQTFnckxReC10aHpUMDktRDNsNFM0NGY1a3c,English,,5,2017-02-24,Arunbir Singh,"","Rated before using, because of UI",,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPSHlnS1dXT29uOS1BRDUxd1JVX1Fpd3ZWMWxCMXZTc2dhWGRyYndNNlRyWWZna1hFM1podnY2eUJ4eHpldGZyT09NYUFGWUVybWRmZXU5Q0E,French,,2,2016-12-14,Ghislain Leumassa,Bien,"Comment effectuer le calcul d'un cheminement non orthogonal.  Ce cheminement peut être encadré,  fermé,  ou en antenne",,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPR3hnWEZkQjBTYjBoRjFyNll5bm9VM3dFSGhCSnlZLUNXWW51cVdyRnNvU2hOcUZ5WkFCQXpCb2JzTktKaU5LNUVnZ09WeFV6MlVpcEZvb0E,French,,4,2016-10-03,Chafik Johnny,"",Bon dans l'ensenble!,,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPSGxPY18wOFRIbmVPMG56amxmMTNtLW9JMHVfOFF3S01kSklNOTNaYzk4ellBcFRYSEtEd2NDUDFNTEdPMEd0Sjk2dlJtdUhDbFBTYzVBclE,French,,5,2016-08-09,Pierre-Yves Gilliéron,Belle application pédagogique,Interface très conviviale et intuitive. Toutes les bases de topo pour un bon apprentissage,,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPRkJMdmVST0tydm1DUE01cFNpVnNxUDVzamptdGw2cDFaVzRvcnRKNjlENUFfRnJabVYtc24zWXEwOXNHVVNPSHk4ZWJVeWtpOFhrQWUxa0E,French,,5,2016-06-08,Vero Barblan,Géomatique,Super application pour le calcul d'intersection de droites et les abriss... ma station libre n'a plus de secret... merci...,,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPRnNTNVdGWHJGWkRKalB3d0FsdHBWZ0ZwMm9TU1lyVFAtdzllQUNmVWxqVDVqNkpTaEVqcEQ3VlhURHJLVkJSMmpaQjRNYWxiTHJkc0NTS2c,French,,5,2016-06-02,jacques jobin,Indispensable,"Il n'existe rien de comparable sur Android. Application excellente, complète et testée à fond. Bravo à l'équipe de programmation et aux testeurs.",,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPR1JBYng0bHZxWnJMb3RqbXRHUUtUUl8wR3hFM2ctM0RjdDhoc3BiNDZyTkkxaXRIdEN1SnJvZUFQWDl0OGF2OFpXR3NxeEVWV2hTNGNnYUE,French,,5,2016-05-22,Benoît Valceschini,Excellente app!,Parfaite application pour les apprentis geomaticien(ne). Intuitive et efficace. Top!,,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPSG96N1JOYjg3QWJfakVja3pWMTVuYkdmeG9mY2dVTko0a2huSVY2RVJrS2dEQ2FCUlUtcXE2b3RKN2VSSGhqb2dCVkx5ajdDeTBUY3p3dmc,French,,5,2016-05-19,Manon Vuilleumier,Magnifique,Ooooh le beau logo!!!,,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPRi1YUktwbjNHTDhJOVkzTHNRT3JpUE16V1hTSVgydnVRNjhCNk52LThEV01RRDA4LXNBQVlOOThFVzlQbkFoVXIyYUYtZG1CTDFCTkt3ZWc,French,,5,2016-05-19,Bullinger Rachel,Top!!,A installer pour tous les géomètres!,,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPRnZ6V2Z3aGpDLUVCZEFpSkNBNW9vNnNJdlM3VENVUUpabVhpRng4M2RDdGQyZ0V5MFk3MXlUUmdSb2NTVWlTY3Q1QUFXM2RzQ00wazNhUlE,French,,5,2016-05-19,Nicolas Ciana,TopoSuite le top,Programme pour géomètres arpenteurs utilisé en Suisse Romande,,
TopoSuite,Google Play,ch.hgdev.toposuite,Z3A6QU9xcFRPRS1Gd2xjVkY0ZC1ScHBLY2RiUTd4dV9BdmVsNkFQOEo4NTZPdkdvWmhGSWZkZ2xHYjZFdGhxWG1TZGNONk1QdXU4bjlKQUt5OVNTVloyTXc,Vietnamese,,5,2016-05-22,TỔ CHỨC PHÁT TRIỂN QUỸ ĐẤT TUẦN GIÁO,OK,Việt Nam thank,,
